
1,0.00336931226073
2,0.00370571673952
3,0.0275221368052
3,0.0408228604009
4,0.0459540784781
5,0.046550047084
5,0.063071725751
6,0.0735535653593
7,0.0836510727681
7,0.0821514746062
8,0.0961676351341
9,0.11252703197
9,0.106914203641
10,0.115999554776
11,0.0707525951424
11,0.0455869870549
12,0.0389398406034
13,0.0535047832751
13,0.0468150224433
14,0.0502455757007
15,0.0522967222401
15,0.050667820209
16,0.0422281129933
17,0.0497854825357
17,0.0576799184224
18,0.058829840718
18,0.0630509030947
19,0.0619587089509
20,0.0553079565585
